001369,兴业稳固收益两年理财债券
001370,中银新趋势混合
001371,富国沪港深价值混合A
001373,易方达新丝路灵活配置混合
001375,金元顺安优质精选混合C
001376,泓德泓富混合C
001377,中融新产业灵活配置混合A
001378,中融新产业灵活配置混合C
001379,景顺长城领先回报混合C
001380,鹏华弘盛混合C
001381,鹏华弘泽混合C
001382,易方达国企改革混合
001384,东方新思路混合A
001385,东方新思路混合C
001387,中融新经济混合A
001388,中融新经济混合C
001389,中融鑫视野混合A
001390,中融鑫视野混合C
001392,国富金融地产混合A
001393,国富金融地产混合C
001394,博时新趋势混合A
001396,建信互联网+产业升级股票
001397,建信精工制造指数增强
001398,华泰柏瑞健康生活混合
001399,安信鑫安得利混合A
001400,安信鑫安得利混合C
001402,信诚新选混合A
001403,招商国企改革主题混合基金
001404,招商移动互联网产业股票基金
001405,东方红策略精选混合A
001406,东方红策略精选混合C
